economy;economycode;female;age;educ;inc_q;emp_in;urbanicity;dig_account;borrowed;saved;fin2;anydigpayment;fin45;internet_use
Romania;ROU;1;65;1;2;2;1;1;0;0;1;1;3;0
Romania;ROU;1;66;2;3;2;1;1;1;1;1;1;4;0
Romania;ROU;1;68;2;4;2;1;0;1;0;2;0;3;1
Romania;ROU;1;50;2;1;2;1;1;0;0;1;0;7;0
Romania;ROU;2;60;2;2;1;1;0;0;1;1;1;4;1
Romania;ROU;1;37;2;4;2;2;1;0;1;1;1;5;1
Romania;ROU;1;21;2;4;2;1;0;0;0;2;0;6;1
Romania;ROU;2;47;3;5;1;2;1;0;1;1;1;8;1
Romania;ROU;2;74;1;2;2;1;0;0;1;2;0;3;1
Romania;ROU;2;61;3;5;2;2;1;0;0;1;1;3;1
Romania;ROU;2;65;2;4;1;1;0;0;1;1;0;3;0
Romania;ROU;2;40;2;5;1;2;0;0;0;2;0;4;1
Romania;ROU;2;39;3;5;1;2;1;1;1;1;1;8;1
Romania;ROU;1;45;3;5;1;1;0;0;0;2;0;1;1
Romania;ROU;2;25;2;4;2;2;1;1;0;1;1;4;1
Romania;ROU;1;47;1;3;2;2;0;1;0;2;1;4;1
Romania;ROU;2;40;2;5;2;1;0;1;0;2;0;3;1
Romania;ROU;2;85;2;4;2;1;1;0;1;1;1;7;0
Romania;ROU;1;56;2;5;2;1;0;0;1;2;0;3;1
Romania;ROU;2;59;2;1;2;1;0;0;0;2;0;1;1
Romania;ROU;2;24;2;4;1;1;1;1;1;1;1;3;1
Romania;ROU;2;45;1;4;1;2;1;1;0;1;1;3;1
Romania;ROU;1;73;1;1;2;1;0;0;0;2;1;3;0
Romania;ROU;2;67;2;3;2;1;0;1;1;2;0;1;0
Romania;ROU;2;47;2;2;1;1;1;0;1;1;1;4;1
Romania;ROU;1;23;2;2;2;1;0;0;1;2;0;7;1
Romania;ROU;1;49;2;2;1;1;1;1;0;1;1;8;0
Romania;ROU;1;22;1;5;2;1;1;0;1;1;1;5;1
Romania;ROU;2;33;3;4;1;2;1;1;1;1;1;1;1
Romania;ROU;1;59;2;2;1;1;0;1;0;2;0;4;0
Romania;ROU;1;37;3;3;2;1;1;0;1;1;1;3;1
Romania;ROU;1;43;2;1;1;1;0;1;1;1;0;8;1
Romania;ROU;2;45;2;4;1;2;1;0;1;1;1;1;1
Romania;ROU;1;72;1;3;2;1;1;0;1;1;1;7;1
Romania;ROU;1;65;1;1;2;1;0;0;0;2;0;3;1
Romania;ROU;1;29;2;4;1;1;1;1;1;1;1;3;1
Romania;ROU;2;48;2;1;2;1;0;0;1;2;0;3;0
Romania;ROU;2;38;1;1;1;1;0;0;0;2;0;4;1
Romania;ROU;1;61;2;4;2;1;1;1;1;1;1;3;1
Romania;ROU;2;67;2;4;2;2;1;0;0;1;1;2;1
Romania;ROU;1;37;2;1;2;2;0;0;0;2;0;6;1
Romania;ROU;1;74;2;4;2;2;0;0;1;1;1;4;1
Romania;ROU;1;72;2;5;1;1;1;0;1;1;1;7;1
Romania;ROU;2;44;2;3;1;2;1;1;0;1;1;3;1
Romania;ROU;2;43;2;4;1;1;0;0;1;2;0;3;0
Romania;ROU;2;49;2;2;1;1;1;1;1;1;1;4;1
Romania;ROU;2;34;1;4;2;1;1;1;1;1;1;4;1
Romania;ROU;2;49;1;5;1;1;1;1;1;1;1;3;1
Romania;ROU;1;20;2;3;1;2;1;1;1;1;1;3;1
Romania;ROU;1;57;2;2;2;2;0;1;0;1;1;3;1
Romania;ROU;1;46;1;3;2;1;1;0;0;1;1;4;1
Romania;ROU;1;75;1;3;2;2;0;0;0;2;0;3;0
Romania;ROU;1;43;3;2;1;1;1;1;1;1;1;3;1
Romania;ROU;2;41;3;3;1;2;1;0;1;1;1;7;1
Romania;ROU;1;35;1;1;2;1;1;0;0;1;0;3;1
Romania;ROU;1;71;2;2;2;2;1;0;0;1;0;3;1
Romania;ROU;1;16;1;5;2;2;1;0;1;2;1;3;1
Romania;ROU;1;30;2;1;2;2;1;0;1;1;1;6;1
Romania;ROU;1;51;2;2;2;1;0;0;0;2;0;4;1
Romania;ROU;2;52;2;5;1;1;0;1;0;2;0;4;1
Romania;ROU;2;69;2;5;2;1;0;1;1;1;1;3;0
Romania;ROU;2;62;3;5;2;1;1;1;0;1;1;3;1
Romania;ROU;1;79;1;2;2;1;1;1;0;1;1;1;0
Romania;ROU;1;39;1;1;2;1;0;1;0;2;0;6;1
Romania;ROU;1;65;1;3;2;1;0;1;1;2;0;3;0
Romania;ROU;1;47;3;3;1;2;1;0;1;1;1;3;1
Romania;ROU;1;58;2;3;1;1;1;0;0;1;1;1;1
Romania;ROU;1;48;3;5;2;1;1;0;0;1;1;7;1
Romania;ROU;2;70;3;5;2;2;1;1;1;1;1;1;0
Romania;ROU;2;53;1;1;1;1;1;0;0;1;0;7;0
Romania;ROU;2;66;3;4;1;2;1;1;1;1;1;4;1
Romania;ROU;2;61;2;4;1;1;1;0;1;1;1;6;1
Romania;ROU;1;47;2;4;1;2;1;1;0;1;1;4;1
Romania;ROU;2;38;3;5;1;2;1;1;1;1;1;2;1
Romania;ROU;1;69;1;1;2;1;0;0;0;2;0;4;0
Romania;ROU;1;41;2;1;2;2;1;1;1;1;1;1;1
Romania;ROU;2;59;3;3;2;1;1;0;1;1;0;1;1
Romania;ROU;2;58;2;5;1;1;1;0;0;1;1;1;1
Romania;ROU;1;70;1;2;2;2;0;0;0;2;0;4;0
Romania;ROU;1;73;1;2;2;1;0;0;0;2;0;3;0
Romania;ROU;1;37;3;5;1;2;1;1;1;1;1;3;1
Romania;ROU;2;64;2;2;1;1;1;0;0;1;0;4;1
Romania;ROU;2;52;2;2;1;1;0;0;1;2;0;4;1
Romania;ROU;2;18;1;2;2;2;0;1;0;2;0;4;1
Romania;ROU;2;59;2;1;1;1;1;0;0;1;1;3;1
Romania;ROU;1;59;1;1;1;1;0;1;0;2;1;3;1
Romania;ROU;1;31;2;4;1;1;1;0;1;1;1;7;1
Romania;ROU;1;34;3;5;1;1;1;1;1;1;1;3;1
Romania;ROU;2;68;2;3;2;1;0;0;0;2;0;4;0
Romania;ROU;1;76;2;4;2;1;0;0;0;1;1;3;0
Romania;ROU;1;64;2;4;2;2;0;0;0;2;0;8;0
Romania;ROU;2;50;2;1;1;1;1;0;1;1;1;1;1
Romania;ROU;1;43;3;5;2;1;0;1;1;2;1;4;1
Romania;ROU;1;43;3;5;1;1;1;1;1;1;1;2;1
Romania;ROU;1;43;2;3;2;2;1;0;1;1;1;3;1
Romania;ROU;2;34;3;4;1;2;1;0;1;1;1;3;1
Romania;ROU;1;62;1;5;2;1;0;0;0;2;0;3;0
Romania;ROU;1;42;2;3;2;2;0;1;0;2;0;5;1
Romania;ROU;1;78;1;2;2;1;0;0;0;2;0;1;0
Romania;ROU;2;74;1;2;2;1;0;0;0;2;0;1;0
Romania;ROU;1;68;2;3;1;1;1;0;1;1;1;1;1
Romania;ROU;2;37;3;5;1;1;1;0;1;1;1;5;1
Romania;ROU;1;75;2;3;2;2;0;0;1;1;1;6;1
Romania;ROU;1;40;3;5;1;1;1;1;1;1;1;3;1
Romania;ROU;1;73;2;3;2;1;0;0;1;2;1;3;0
Romania;ROU;1;29;3;3;2;1;1;1;1;1;1;3;1
Romania;ROU;2;66;2;3;2;1;0;1;0;1;0;3;0
Romania;ROU;1;75;2;5;2;1;1;0;1;2;0;3;0
Romania;ROU;2;68;1;3;2;1;0;1;0;2;0;4;0
Romania;ROU;1;66;1;2;2;1;0;0;1;2;0;1;0
Romania;ROU;2;20;2;2;2;1;1;1;0;1;1;1;1
Romania;ROU;1;81;1;2;2;1;0;1;0;2;0;1;0
Romania;ROU;2;88;2;3;2;2;0;0;0;2;0;1;0
Romania;ROU;1;56;2;4;1;1;1;1;0;1;1;4;1
Romania;ROU;2;36;2;4;1;2;1;0;1;1;1;8;1
Romania;ROU;1;70;2;5;2;2;1;0;1;1;1;3;1
Romania;ROU;2;72;1;5;2;1;0;0;0;2;0;3;0
Romania;ROU;2;52;3;5;1;2;0;0;0;2;0;1;1
Romania;ROU;1;86;1;2;2;1;0;0;0;1;0;7;0
Romania;ROU;2;54;3;5;1;1;1;0;1;1;1;1;1
Romania;ROU;2;73;2;5;1;1;1;1;1;1;1;6;0
Romania;ROU;1;56;2;3;2;1;0;0;0;2;0;3;1
Romania;ROU;2;57;3;5;1;1;1;1;0;1;1;4;1
Romania;ROU;1;27;3;5;1;1;1;1;1;1;1;3;1
Romania;ROU;2;26;2;4;1;2;1;0;1;1;1;3;1
Romania;ROU;2;34;3;3;1;1;0;0;1;1;0;7;1
Romania;ROU;1;71;3;5;1;2;1;0;0;1;1;8;1
Romania;ROU;1;63;2;5;2;2;0;1;1;2;1;3;0
Romania;ROU;1;56;2;3;1;1;0;0;0;2;0;3;1
Romania;ROU;1;77;2;5;2;2;1;0;1;1;1;3;1
Romania;ROU;1;26;2;4;1;2;1;1;1;1;1;3;1
Romania;ROU;2;56;2;5;2;1;1;0;0;1;1;7;1
Romania;ROU;1;16;1;3;2;1;1;1;1;1;1;5;1
Romania;ROU;1;35;3;2;2;1;1;0;1;1;1;7;1
Romania;ROU;1;64;2;5;1;2;0;0;1;2;1;7;0
Romania;ROU;1;59;1;3;2;1;0;0;0;2;0;3;0
Romania;ROU;2;79;2;2;2;2;1;0;0;1;1;1;0
Romania;ROU;1;50;2;5;1;1;0;1;0;1;1;3;1
Romania;ROU;1;68;2;1;1;1;0;0;0;2;1;3;1
Romania;ROU;2;22;2;5;1;1;1;0;1;1;1;1;1
Romania;ROU;1;25;2;3;1;1;1;1;0;1;1;4;1
Romania;ROU;2;55;2;5;2;2;1;1;1;1;1;1;1
Romania;ROU;1;58;2;3;1;1;1;0;0;1;1;1;1
Romania;ROU;2;39;2;3;1;1;1;0;0;1;1;4;1
Romania;ROU;2;38;2;1;2;1;0;0;0;2;0;4;1
Romania;ROU;1;36;2;3;2;2;1;1;1;2;1;3;0
Romania;ROU;2;47;2;5;1;1;1;1;0;1;1;4;1
Romania;ROU;1;29;3;2;1;1;1;0;1;1;1;4;1
Romania;ROU;1;49;3;4;1;2;1;0;1;1;1;1;1
Romania;ROU;2;58;2;4;1;1;1;1;1;1;1;3;1
Romania;ROU;2;65;2;1;2;1;0;0;0;2;0;4;1
Romania;ROU;2;48;2;2;2;1;1;1;0;1;1;3;1
Romania;ROU;1;88;1;2;2;2;0;0;0;2;0;5;0
Romania;ROU;2;31;3;5;1;2;1;0;1;1;1;1;1
Romania;ROU;1;74;1;2;2;1;0;0;0;2;0;1;0
Romania;ROU;2;85;1;3;1;1;1;0;1;1;0;3;0
Romania;ROU;1;30;3;5;1;2;1;1;1;1;1;3;1
Romania;ROU;1;34;1;1;2;1;0;1;0;2;0;7;0
Romania;ROU;2;31;2;1;1;1;1;0;0;1;1;4;1
Romania;ROU;1;44;3;5;1;1;0;1;1;1;1;1;1
Romania;ROU;2;56;2;3;1;1;1;1;0;1;1;7;0
Romania;ROU;2;40;3;4;1;2;1;1;0;1;1;4;1
Romania;ROU;1;35;1;1;2;1;0;0;0;2;0;4;0
Romania;ROU;2;25;3;3;1;2;1;1;1;1;1;4;1
Romania;ROU;2;22;2;4;1;1;1;0;1;1;1;4;1
Romania;ROU;2;38;2;1;2;1;0;0;0;1;1;4;1
Romania;ROU;2;47;2;1;1;2;1;0;0;1;0;2;1
Romania;ROU;1;50;3;5;1;1;1;0;0;1;1;4;1
Romania;ROU;2;39;3;5;1;2;1;0;0;1;1;3;1
Romania;ROU;2;40;2;5;1;2;1;0;0;1;1;4;1
Romania;ROU;1;54;3;5;1;1;1;0;1;1;0;6;1
Romania;ROU;2;29;2;5;2;2;0;0;0;2;0;4;1
Romania;ROU;1;71;1;3;2;2;1;0;0;1;1;3;0
Romania;ROU;1;22;2;5;1;2;1;1;1;1;1;4;1
Romania;ROU;1;82;1;3;2;1;0;0;0;1;1;3;0
Romania;ROU;2;39;3;4;1;2;1;0;0;1;1;4;1
Romania;ROU;2;60;2;1;2;1;0;1;0;2;0;3;0
Romania;ROU;2;64;2;5;2;1;1;0;0;1;1;1;1
Romania;ROU;1;64;3;5;2;1;1;1;0;1;1;3;1
Romania;ROU;1;69;2;4;1;2;1;1;0;1;1;6;1
Romania;ROU;2;45;1;1;1;1;0;0;1;2;0;4;1
Romania;ROU;1;77;2;1;2;2;0;1;1;2;0;3;1
Romania;ROU;1;68;2;4;2;2;0;0;1;2;0;3;1
Romania;ROU;1;70;2;4;2;2;1;1;1;1;1;8;1
Romania;ROU;2;27;3;2;2;2;1;1;1;1;1;4;1
Romania;ROU;1;26;3;5;1;2;1;0;1;1;1;3;1
Romania;ROU;2;68;2;1;2;1;1;1;1;1;1;4;0
Romania;ROU;1;29;2;1;2;1;0;0;0;2;0;4;1
Romania;ROU;2;57;2;1;1;1;1;0;0;1;1;3;1
Romania;ROU;1;53;3;4;1;1;1;0;1;1;1;1;1
Romania;ROU;2;66;2;3;2;1;1;1;0;1;0;4;0
Romania;ROU;2;37;2;5;1;2;1;1;1;1;1;1;1
Romania;ROU;2;80;2;3;2;1;0;0;0;1;1;1;0
Romania;ROU;2;41;2;3;1;2;1;1;1;1;1;3;1
Romania;ROU;1;65;2;1;2;1;0;1;0;2;1;7;1
Romania;ROU;2;46;1;3;1;2;1;1;0;1;1;5;1
Romania;ROU;1;40;2;2;1;1;1;1;0;1;1;4;1
Romania;ROU;1;75;2;3;2;2;0;0;0;2;1;6;1
Romania;ROU;2;45;1;3;1;1;0;1;0;1;1;3;1
Romania;ROU;2;34;2;2;1;1;0;1;0;2;0;4;1
Romania;ROU;2;69;2;4;2;1;0;0;0;2;0;7;1
Romania;ROU;1;66;1;1;2;1;0;1;0;2;0;4;1
Romania;ROU;2;28;3;5;1;2;1;0;1;1;1;8;1
Romania;ROU;1;70;1;2;2;1;0;0;0;2;0;1;0
Romania;ROU;1;73;1;3;2;1;1;0;0;1;1;4;1
Romania;ROU;1;33;2;2;1;1;1;1;0;1;1;4;1
Romania;ROU;2;45;2;1;2;1;0;1;0;2;0;3;1
Romania;ROU;1;43;2;1;2;1;0;1;1;1;1;5;1
Romania;ROU;1;21;2;3;1;1;0;1;1;2;0;4;1
Romania;ROU;1;60;2;2;2;1;0;0;0;2;0;6;1
Romania;ROU;1;15;1;3;2;1;1;1;1;1;1;3;1
Romania;ROU;2;44;2;4;1;2;1;1;1;1;1;1;1
Romania;ROU;1;52;2;4;1;1;1;0;0;1;1;3;1
Romania;ROU;2;24;2;2;1;1;1;0;1;1;1;7;1
Romania;ROU;2;75;2;5;2;1;0;0;0;2;0;1;1
Romania;ROU;2;57;2;3;2;2;1;0;0;1;1;1;1
Romania;ROU;2;77;1;3;2;1;0;0;1;2;0;7;0
Romania;ROU;1;66;2;1;1;1;0;0;0;2;0;4;1
Romania;ROU;2;53;2;4;2;1;1;1;1;1;1;7;1
Romania;ROU;1;61;2;5;2;1;1;1;1;1;1;1;0
Romania;ROU;1;57;1;2;1;1;0;1;0;1;0;4;1
Romania;ROU;2;27;2;1;1;1;1;1;1;1;1;3;0
Romania;ROU;2;41;2;4;1;2;1;1;0;1;1;4;1
Romania;ROU;1;74;2;4;2;1;0;0;0;2;0;7;1
Romania;ROU;2;59;2;3;1;1;1;0;1;1;1;7;1
Romania;ROU;1;75;2;5;2;1;1;0;0;1;1;1;0
Romania;ROU;1;33;2;3;2;1;1;0;1;1;1;3;1
Romania;ROU;1;67;1;1;2;1;1;1;0;1;1;1;0
Romania;ROU;1;82;1;2;2;1;0;0;1;2;0;3;0
Romania;ROU;2;86;3;5;2;2;1;0;1;1;1;6;0
Romania;ROU;2;49;2;2;2;1;0;1;0;2;0;3;1
Romania;ROU;1;19;2;3;1;1;1;1;1;1;1;2;1
Romania;ROU;1;57;3;1;2;1;0;0;0;2;0;4;0
Romania;ROU;1;54;2;5;1;2;0;0;0;1;1;4;1
Romania;ROU;2;76;2;4;2;2;0;0;1;2;0;3;0
Romania;ROU;2;80;1;4;1;1;0;0;0;2;0;7;0
Romania;ROU;1;78;1;2;2;1;0;0;1;1;0;3;0
Romania;ROU;2;40;3;5;1;2;1;1;1;1;1;1;1
Romania;ROU;2;63;2;3;1;1;1;1;1;1;1;7;1
Romania;ROU;1;78;3;5;2;2;1;0;1;1;1;3;1
Romania;ROU;2;18;1;3;1;1;1;1;1;1;1;6;1
Romania;ROU;1;57;2;3;1;1;1;0;1;1;1;5;1
Romania;ROU;2;35;3;5;1;1;1;1;1;1;1;1;1
Romania;ROU;1;55;2;3;1;2;0;1;1;1;0;3;1
Romania;ROU;2;72;1;3;2;1;0;0;1;2;0;3;0
Romania;ROU;1;34;2;2;2;1;1;1;1;2;1;3;1
Romania;ROU;1;67;2;5;1;1;1;1;0;1;1;3;1
Romania;ROU;2;60;2;2;2;1;0;0;0;2;0;1;1
Romania;ROU;2;59;2;5;1;1;0;0;1;1;1;7;0
Romania;ROU;2;46;2;3;1;1;0;0;0;2;0;5;1
Romania;ROU;1;74;2;2;2;2;0;0;0;2;0;7;0
Romania;ROU;2;69;3;5;2;1;1;0;0;1;1;3;1
Romania;ROU;1;53;3;4;1;2;1;0;1;1;1;3;1
Romania;ROU;1;28;2;1;2;1;0;0;0;2;0;4;0
Romania;ROU;2;39;3;4;1;2;1;0;0;1;1;4;1
Romania;ROU;2;39;3;5;1;1;1;1;0;1;1;4;1
Romania;ROU;1;46;3;5;1;2;1;1;0;1;1;4;1
Romania;ROU;1;71;1;3;2;1;0;0;0;2;0;3;0
Romania;ROU;1;80;1;2;2;2;0;0;0;2;0;1;0
Romania;ROU;2;50;2;5;1;1;1;1;0;1;1;3;1
Romania;ROU;2;40;2;3;1;1;1;0;0;1;1;4;1
Romania;ROU;1;57;2;2;2;1;1;1;0;1;1;4;1
Romania;ROU;1;84;1;2;2;1;0;0;0;2;0;3;1
Romania;ROU;2;65;2;4;2;1;0;0;0;2;0;1;0
Romania;ROU;2;63;2;1;2;2;0;0;0;1;0;4;0
Romania;ROU;1;65;2;2;2;2;0;1;0;2;0;3;1
Romania;ROU;2;54;2;2;2;1;1;0;1;1;1;5;1
Romania;ROU;2;39;2;5;1;2;1;1;1;1;1;8;1
Romania;ROU;1;56;2;2;1;1;0;1;1;2;1;1;1
Romania;ROU;1;60;3;3;2;1;1;0;0;1;1;3;1
Romania;ROU;2;41;3;4;1;1;1;1;0;2;1;1;1
Romania;ROU;2;33;2;4;2;2;1;0;1;1;1;1;1
Romania;ROU;1;73;1;2;2;1;0;0;0;2;0;3;0
Romania;ROU;2;38;2;5;1;1;1;0;1;1;1;3;1
Romania;ROU;1;75;3;3;2;2;0;1;0;2;0;3;0
Romania;ROU;1;79;1;4;2;1;0;0;1;1;0;7;0
Romania;ROU;2;72;2;3;2;2;0;0;0;1;1;4;0
Romania;ROU;1;87;2;4;2;2;0;0;1;1;1;6;0
Romania;ROU;2;69;3;5;2;1;1;0;1;1;1;3;1
Romania;ROU;1;28;2;5;1;1;1;1;0;1;1;6;1
Romania;ROU;2;17;1;4;2;1;1;1;1;1;1;4;1
Romania;ROU;1;28;2;3;1;2;1;1;1;1;1;4;1
Romania;ROU;1;85;2;3;2;2;1;0;1;1;1;3;0
Romania;ROU;2;73;2;4;2;1;0;0;0;2;0;1;0
Romania;ROU;1;48;1;1;2;1;0;1;0;2;0;1;1
Romania;ROU;1;34;2;2;1;1;0;0;0;2;0;4;1
Romania;ROU;1;21;2;2;2;1;1;1;0;1;1;4;1
Romania;ROU;1;81;1;2;2;1;0;0;0;2;0;3;0
Romania;ROU;1;54;2;5;1;1;1;1;1;1;1;3;1
Romania;ROU;2;65;1;5;2;2;1;0;1;1;1;7;1
Romania;ROU;2;86;1;1;2;1;0;1;1;1;1;4;0
Romania;ROU;1;66;2;2;2;1;0;0;0;2;1;1;0
Romania;ROU;1;35;2;3;2;1;1;1;0;1;1;4;1
Romania;ROU;2;43;1;1;1;1;1;1;0;1;0;3;0
Romania;ROU;1;78;1;2;2;1;0;1;1;2;0;6;0
Romania;ROU;2;54;2;4;1;1;0;1;0;2;0;4;0
Romania;ROU;2;25;2;4;1;1;0;0;1;2;0;7;1
Romania;ROU;1;32;2;2;1;1;1;1;1;1;1;4;1
Romania;ROU;1;21;2;4;1;1;1;0;1;1;1;4;1
Romania;ROU;2;66;2;4;2;1;1;1;1;1;1;3;1
Romania;ROU;1;36;1;1;1;1;1;1;1;1;0;5;1
Romania;ROU;2;21;2;4;1;1;1;1;1;1;1;1;1
Romania;ROU;1;43;2;4;1;1;1;0;0;1;0;4;1
Romania;ROU;2;63;2;1;2;1;0;1;0;2;0;4;0
Romania;ROU;1;81;3;4;2;1;1;0;1;1;1;4;0
Romania;ROU;2;19;2;5;2;1;1;1;1;1;1;5;1
Romania;ROU;1;74;2;3;2;1;0;0;1;2;0;2;1
Romania;ROU;1;23;1;1;2;1;1;1;1;1;1;4;1
Romania;ROU;2;39;2;1;1;1;0;0;1;2;0;7;1
Romania;ROU;2;62;2;2;2;1;1;1;0;1;1;3;0
Romania;ROU;1;48;3;4;2;1;0;1;1;2;0;3;1
Romania;ROU;2;29;2;4;1;2;1;1;1;1;1;4;1
Romania;ROU;2;49;2;3;2;2;1;0;0;1;1;3;1
Romania;ROU;1;38;1;1;2;1;0;1;0;2;0;5;1
Romania;ROU;2;46;2;1;2;1;0;1;0;2;0;4;1
Romania;ROU;1;17;1;5;2;2;1;0;1;1;1;2;1
Romania;ROU;1;70;2;2;2;1;1;1;0;1;1;3;0
Romania;ROU;2;21;2;5;1;1;1;1;1;1;1;5;1
Romania;ROU;1;47;2;2;1;2;1;1;1;1;1;1;1
Romania;ROU;2;56;3;4;1;1;1;1;1;1;1;2;1
Romania;ROU;1;32;1;1;1;1;0;1;1;2;0;3;1
Romania;ROU;2;62;2;2;2;1;0;0;1;1;0;6;0
Romania;ROU;2;63;1;4;2;2;0;1;1;2;0;3;0
Romania;ROU;2;53;2;5;1;2;1;0;0;1;1;1;1
Romania;ROU;1;83;2;3;2;1;0;0;1;2;0;7;0
Romania;ROU;1;59;3;5;2;2;1;1;1;1;1;1;1
Romania;ROU;2;38;3;5;1;2;1;1;1;1;1;1;1
Romania;ROU;1;37;1;2;1;1;1;1;0;1;1;4;1
Romania;ROU;2;55;2;4;1;1;1;0;1;1;0;2;1
Romania;ROU;2;62;2;4;1;1;1;1;0;1;1;7;1
Romania;ROU;1;44;1;1;2;1;1;1;0;1;0;5;1
Romania;ROU;1;57;2;2;2;2;0;0;0;2;0;3;1
Romania;ROU;1;66;2;4;2;1;1;0;1;1;1;1;1
Romania;ROU;1;73;1;2;2;2;0;0;1;2;0;1;1
Romania;ROU;2;56;2;5;1;1;0;0;1;2;0;1;1
Romania;ROU;2;60;2;5;1;2;0;0;0;2;0;4;0
Romania;ROU;2;53;2;3;1;2;1;1;1;1;1;4;1
Romania;ROU;2;62;2;1;2;1;0;1;0;2;0;6;0
Romania;ROU;1;36;2;3;1;1;1;1;1;1;1;4;1
Romania;ROU;2;57;2;4;1;2;0;0;1;2;0;1;0
Romania;ROU;1;83;1;3;2;1;0;1;0;2;0;3;0
Romania;ROU;1;62;2;4;2;2;1;0;1;1;1;1;1
Romania;ROU;1;63;2;5;2;1;0;0;1;1;1;7;1
Romania;ROU;2;35;2;5;2;2;1;0;0;1;1;1;1
Romania;ROU;2;40;2;5;1;2;0;0;0;2;0;4;1
Romania;ROU;2;39;3;5;2;2;1;1;1;1;1;4;1
Romania;ROU;2;34;2;1;2;1;0;0;0;2;0;4;0
Romania;ROU;2;77;2;4;2;1;0;0;1;2;0;3;1
Romania;ROU;2;66;2;3;2;1;0;0;1;1;1;3;0
Romania;ROU;1;57;2;3;2;1;0;0;1;2;0;3;1
Romania;ROU;1;71;2;3;2;2;1;1;0;1;1;3;1
Romania;ROU;2;65;1;3;2;1;0;0;0;2;0;3;1
Romania;ROU;1;50;2;1;2;1;0;0;1;2;0;4;1
Romania;ROU;2;48;1;3;1;1;0;1;1;2;0;1;1
Romania;ROU;2;54;2;2;1;1;0;1;0;2;0;3;1
Romania;ROU;1;89;1;2;2;1;0;1;1;2;0;4;0
Romania;ROU;1;38;2;4;1;1;1;1;1;1;1;3;1
Romania;ROU;2;82;1;3;2;1;0;0;1;2;0;1;0
Romania;ROU;2;55;2;5;2;1;1;0;0;1;1;3;1
Romania;ROU;1;53;2;5;2;1;0;1;1;1;1;3;1
Romania;ROU;2;78;1;3;2;1;0;0;1;2;0;3;0
Romania;ROU;1;74;2;5;2;2;0;0;1;2;0;3;0
Romania;ROU;1;72;1;2;2;1;0;0;0;2;0;4;1
Romania;ROU;1;65;1;1;2;2;0;0;1;2;0;3;0
Romania;ROU;2;53;2;1;1;1;0;1;0;2;0;3;1
Romania;ROU;1;38;3;3;1;2;1;1;1;1;1;3;1
Romania;ROU;1;59;2;3;2;2;0;1;1;2;1;5;1
Romania;ROU;2;30;3;5;1;2;1;1;1;1;1;1;1
Romania;ROU;1;34;3;3;1;2;1;1;1;1;1;3;1
Romania;ROU;1;69;1;1;2;1;0;0;0;2;0;1;0
Romania;ROU;1;85;1;4;2;1;0;0;1;2;0;7;0
Romania;ROU;1;25;2;1;1;1;1;1;0;1;1;3;1
Romania;ROU;1;18;2;5;2;1;1;1;1;1;1;1;1
Romania;ROU;2;64;2;2;1;2;0;1;0;2;0;4;0
Romania;ROU;1;73;2;3;2;2;0;1;0;2;0;3;0
Romania;ROU;2;60;2;1;2;1;0;1;1;1;1;3;0
Romania;ROU;2;65;3;5;2;1;1;0;0;1;1;3;1
Romania;ROU;2;66;2;3;1;1;1;1;1;1;1;3;1
Romania;ROU;1;56;2;2;2;1;0;1;0;2;0;4;1
Romania;ROU;1;52;2;5;2;1;1;1;0;1;1;1;1
Romania;ROU;1;72;2;4;2;1;1;0;0;1;1;3;1
Romania;ROU;1;55;3;5;1;2;1;1;0;1;1;6;1
Romania;ROU;2;38;2;4;1;1;0;1;1;2;0;3;1
Romania;ROU;1;62;2;3;2;2;0;1;0;2;0;3;0
Romania;ROU;2;63;3;5;2;2;1;0;1;1;1;1;1
Romania;ROU;2;67;3;5;1;1;1;1;0;2;1;7;1
Romania;ROU;1;70;1;2;2;1;0;1;0;2;0;3;0
Romania;ROU;2;33;3;5;1;2;1;1;1;1;1;4;1
Romania;ROU;1;56;3;3;1;1;1;1;1;1;1;2;1
Romania;ROU;2;60;3;2;1;2;0;0;0;2;0;1;1
Romania;ROU;1;61;1;4;2;1;0;0;0;2;0;1;0
Romania;ROU;2;68;2;3;2;2;1;1;1;1;1;7;1
Romania;ROU;1;39;3;5;1;2;1;0;1;1;1;3;1
Romania;ROU;1;33;2;3;1;2;1;0;1;1;1;2;1
Romania;ROU;2;70;2;2;2;2;0;0;0;2;0;1;0
Romania;ROU;2;37;2;1;1;1;1;0;0;1;1;3;1
Romania;ROU;1;29;2;1;1;1;1;1;1;1;1;4;1
Romania;ROU;1;62;2;1;2;1;0;0;1;2;1;3;1
Romania;ROU;1;22;2;3;2;2;1;1;1;2;1;5;1
Romania;ROU;2;55;2;1;1;1;1;1;0;1;1;3;0
Romania;ROU;1;32;3;5;2;1;1;1;0;1;1;3;1
Romania;ROU;2;44;2;4;1;1;1;1;1;1;1;7;1
Romania;ROU;1;15;1;5;1;1;1;0;1;1;1;1;1
Romania;ROU;2;45;1;1;2;1;0;1;0;2;1;3;1
Romania;ROU;1;28;3;2;2;2;1;0;0;1;1;3;1
Romania;ROU;2;59;2;4;1;2;1;0;1;1;1;7;1
Romania;ROU;1;56;1;2;2;1;0;1;0;2;0;3;1
Romania;ROU;1;53;2;3;1;1;1;1;1;1;1;1;1
Romania;ROU;1;54;2;4;1;1;1;0;1;1;1;1;1
