economy;economycode;female;age;educ;inc_q;emp_in;urbanicity;dig_account;borrowed;saved;fin2;anydigpayment;fin45;internet_use
Poland;POL;1;42;2;4;1;1;1;1;1;1;1;3;1
Poland;POL;1;44;3;5;1;2;1;0;0;1;1;1;1
Poland;POL;1;66;2;3;2;1;1;0;0;1;1;3;1
Poland;POL;2;39;2;3;1;1;1;1;1;1;1;1;1
Poland;POL;1;44;3;4;1;1;1;0;1;1;1;3;1
Poland;POL;1;42;2;5;1;1;1;1;0;1;1;3;1
Poland;POL;2;61;2;4;1;1;1;0;1;2;0;1;1
Poland;POL;1;77;2;3;2;2;0;0;0;2;1;4;0
Poland;POL;2;63;2;1;2;1;0;0;0;2;0;4;1
Poland;POL;1;36;2;5;1;2;1;1;0;1;1;1;1
Poland;POL;1;56;2;5;1;2;1;1;1;1;1;1;1
Poland;POL;1;44;2;1;1;1;1;0;1;1;1;1;1
Poland;POL;2;15;1;1;2;1;0;0;0;2;0;7;1
Poland;POL;2;60;1;1;1;1;1;1;1;1;1;4;0
Poland;POL;2;28;2;4;1;1;1;1;0;1;1;3;1
Poland;POL;2;79;2;4;2;1;1;0;0;1;1;3;1
Poland;POL;1;55;2;1;2;1;1;1;0;2;1;1;0
Poland;POL;1;18;1;5;2;2;0;0;0;2;0;7;1
Poland;POL;1;62;2;3;2;1;1;0;1;1;1;1;1
Poland;POL;1;78;2;1;2;1;0;0;0;2;0;1;0
Poland;POL;1;72;2;1;2;1;1;0;0;1;1;4;1
Poland;POL;1;50;2;5;1;1;1;0;1;1;1;3;1
Poland;POL;1;30;2;4;1;2;1;0;1;1;1;4;1
Poland;POL;2;59;2;4;1;1;1;0;1;1;1;3;1
Poland;POL;2;57;2;4;1;2;1;0;1;1;1;1;1
Poland;POL;1;29;2;5;1;2;1;0;1;1;1;4;1
Poland;POL;2;67;2;4;2;1;1;1;1;1;1;1;1
Poland;POL;2;25;2;1;1;1;1;0;0;1;1;7;1
Poland;POL;1;42;3;3;1;2;1;1;1;1;1;4;1
Poland;POL;2;70;2;5;2;2;1;0;0;1;0;7;0
Poland;POL;1;67;1;1;2;1;1;1;0;1;1;1;1
Poland;POL;1;52;3;5;1;2;1;0;1;1;1;3;1
Poland;POL;1;28;2;4;1;1;1;0;1;1;1;7;1
Poland;POL;1;41;3;5;1;2;1;0;1;1;1;1;1
Poland;POL;1;63;2;3;2;2;1;0;0;1;1;3;1
Poland;POL;1;30;3;1;2;1;1;0;1;1;1;5;1
Poland;POL;2;35;2;1;1;1;0;0;0;2;0;4;0
Poland;POL;1;58;2;5;1;1;1;0;0;1;1;3;0
Poland;POL;2;47;2;5;1;1;1;1;1;1;1;3;1
Poland;POL;2;40;2;2;1;1;1;1;0;1;1;3;1
Poland;POL;1;23;3;5;1;1;1;0;0;1;1;8;1
Poland;POL;2;38;2;1;1;1;1;1;1;1;1;3;1
Poland;POL;1;16;1;4;2;2;0;0;0;2;0;7;1
Poland;POL;1;74;2;2;2;1;0;0;1;2;1;4;0
Poland;POL;2;58;2;3;1;1;1;1;1;1;1;1;1
Poland;POL;1;48;2;2;1;1;1;1;1;1;1;3;1
Poland;POL;1;66;2;1;2;2;0;0;0;1;1;1;0
Poland;POL;1;74;1;1;2;2;1;0;1;1;1;4;0
Poland;POL;1;35;2;1;1;1;1;0;1;1;1;1;1
Poland;POL;2;39;2;3;1;1;1;0;0;1;1;1;1
Poland;POL;1;67;2;4;2;1;1;0;0;1;1;3;0
Poland;POL;1;76;1;3;2;1;0;0;1;2;0;3;0
Poland;POL;1;15;1;2;2;1;0;0;0;2;0;7;1
Poland;POL;1;52;2;4;1;1;1;1;1;1;1;1;1
Poland;POL;1;24;2;1;1;1;1;0;1;1;1;3;1
Poland;POL;1;76;3;3;2;2;1;0;0;1;1;3;1
Poland;POL;2;47;3;3;1;2;1;0;1;1;1;3;1
Poland;POL;2;42;2;2;1;1;1;0;1;1;1;1;1
Poland;POL;1;70;1;2;2;1;0;1;0;2;0;3;0
Poland;POL;1;38;3;5;1;1;1;0;1;1;0;1;0
Poland;POL;2;69;2;5;2;1;1;0;1;1;1;3;1
Poland;POL;2;43;2;1;1;2;1;1;1;1;1;7;1
Poland;POL;1;27;3;2;1;1;1;1;1;1;1;3;1
Poland;POL;2;61;2;3;1;1;1;0;1;1;1;4;1
Poland;POL;1;23;2;2;2;1;1;0;0;1;1;3;1
Poland;POL;2;60;2;5;1;2;1;0;0;1;1;1;1
Poland;POL;2;62;3;3;1;1;1;0;1;1;1;7;1
Poland;POL;1;67;2;3;2;1;0;0;1;2;1;1;0
Poland;POL;2;56;2;1;1;2;1;1;1;1;1;3;1
Poland;POL;1;42;2;1;1;1;1;0;1;1;1;4;1
Poland;POL;2;24;2;2;1;1;1;1;1;1;1;4;1
Poland;POL;1;62;2;5;2;1;1;0;1;1;1;1;1
Poland;POL;2;61;2;2;2;1;0;0;0;2;0;3;0
Poland;POL;1;50;2;4;1;1;1;0;1;1;1;1;1
Poland;POL;1;32;3;1;1;1;1;1;1;1;1;4;1
Poland;POL;1;33;3;4;1;1;1;0;1;1;1;3;1
Poland;POL;2;42;2;2;1;1;1;0;0;1;1;7;1
Poland;POL;1;92;2;2;2;1;0;0;1;2;0;3;0
Poland;POL;1;22;2;2;2;1;1;0;0;1;1;3;1
Poland;POL;1;26;3;1;1;1;1;1;1;1;1;4;1
Poland;POL;2;28;2;2;1;1;1;1;1;1;1;3;1
Poland;POL;1;68;1;2;2;1;0;0;1;2;0;3;0
Poland;POL;1;19;2;1;1;1;1;0;1;2;1;3;1
Poland;POL;1;63;2;4;2;1;1;0;1;1;1;3;1
Poland;POL;1;31;2;1;2;2;1;1;0;1;1;7;1
Poland;POL;1;73;1;5;2;1;0;0;0;2;0;3;0
Poland;POL;2;66;2;4;2;1;1;0;0;1;1;3;1
Poland;POL;1;58;2;1;1;1;1;0;1;1;1;3;1
Poland;POL;2;85;2;1;2;1;0;0;0;2;0;1;0
Poland;POL;2;71;1;4;2;1;0;0;1;2;0;3;0
Poland;POL;2;58;2;5;1;2;1;0;0;1;1;4;1
Poland;POL;1;54;3;5;1;1;0;0;0;1;1;1;1
Poland;POL;2;55;2;5;1;1;1;0;0;1;1;1;1
Poland;POL;2;78;2;1;2;1;0;0;1;2;0;3;0
Poland;POL;1;62;2;4;2;2;1;0;0;1;1;1;1
Poland;POL;2;61;2;4;1;1;1;1;1;1;1;1;1
Poland;POL;2;66;2;4;2;1;1;0;1;1;1;3;1
Poland;POL;2;65;2;3;2;1;0;1;0;2;0;1;0
Poland;POL;1;23;2;5;1;2;1;0;0;1;1;3;1
Poland;POL;2;58;2;4;1;1;1;0;1;1;1;4;1
Poland;POL;1;50;2;1;2;1;0;0;0;2;0;1;0
Poland;POL;1;46;2;4;1;1;1;0;1;1;1;4;1
Poland;POL;1;64;2;1;2;2;1;1;0;1;1;4;1
Poland;POL;1;24;2;4;1;1;1;1;0;1;1;4;1
Poland;POL;2;74;2;3;2;1;0;0;0;2;0;3;0
Poland;POL;2;32;3;5;1;2;1;1;1;1;1;3;1
Poland;POL;2;32;2;3;1;1;1;1;1;1;1;3;1
Poland;POL;1;60;2;5;1;1;1;0;1;1;1;3;1
Poland;POL;1;66;2;4;2;1;1;0;0;1;1;7;1
Poland;POL;1;58;2;5;1;1;1;1;0;1;1;3;1
Poland;POL;2;52;2;5;1;1;1;0;0;1;1;8;1
Poland;POL;1;77;1;2;2;2;0;1;0;2;0;4;1
Poland;POL;2;55;2;5;1;1;1;0;1;1;1;3;1
Poland;POL;1;81;1;4;2;1;0;0;0;1;1;3;0
Poland;POL;2;62;2;5;1;1;1;1;1;1;1;7;1
Poland;POL;1;39;2;1;1;1;1;0;1;1;1;3;1
Poland;POL;2;29;3;3;1;1;1;1;1;1;1;3;1
Poland;POL;2;64;2;5;2;2;0;0;0;1;0;4;0
Poland;POL;1;27;2;4;1;2;1;1;1;1;1;4;1
Poland;POL;1;44;3;3;1;1;1;1;1;1;1;3;1
Poland;POL;2;40;2;1;2;2;0;1;0;2;0;3;0
Poland;POL;1;35;3;2;1;1;1;0;1;1;1;3;1
Poland;POL;1;20;2;3;2;1;1;0;0;1;1;5;1
Poland;POL;2;48;2;1;1;2;1;1;0;1;1;4;1
Poland;POL;1;42;2;3;1;2;1;0;1;1;1;7;1
Poland;POL;2;68;2;2;2;2;1;0;0;1;1;4;1
Poland;POL;2;63;2;3;1;1;1;0;1;1;1;1;1
Poland;POL;2;54;2;5;1;2;1;1;1;1;1;4;1
Poland;POL;2;64;2;3;2;1;1;0;0;1;1;3;0
Poland;POL;1;60;2;1;1;2;1;0;0;1;1;4;1
Poland;POL;2;44;3;2;1;2;1;0;0;1;1;3;1
Poland;POL;1;25;3;1;2;2;1;0;1;1;1;4;1
Poland;POL;1;30;2;4;1;1;1;1;0;2;1;4;1
Poland;POL;2;40;2;1;1;2;1;0;0;1;1;7;1
Poland;POL;1;55;2;1;2;1;1;0;1;1;1;4;1
Poland;POL;1;79;1;4;2;1;0;0;1;2;0;3;0
Poland;POL;2;41;2;3;1;1;1;1;1;1;1;1;1
Poland;POL;1;65;2;4;2;1;1;0;0;1;1;3;0
Poland;POL;2;37;3;4;1;1;1;1;1;1;1;3;1
Poland;POL;1;59;2;5;1;1;1;0;1;1;1;1;1
Poland;POL;2;39;3;4;1;1;1;0;1;1;1;2;1
Poland;POL;1;25;2;1;1;1;1;1;1;1;1;3;1
Poland;POL;1;54;2;4;1;1;1;0;0;1;1;1;1
Poland;POL;1;67;2;4;2;1;1;0;0;1;1;4;1
Poland;POL;1;65;2;5;2;1;1;0;1;1;1;3;1
Poland;POL;1;25;2;1;1;1;1;0;1;1;1;1;1
Poland;POL;2;55;2;4;1;1;1;0;1;1;1;3;1
Poland;POL;2;33;3;3;1;1;1;0;0;1;1;4;1
Poland;POL;2;35;2;5;1;1;1;0;1;1;1;4;1
Poland;POL;2;69;2;1;2;1;0;0;0;2;0;3;0
Poland;POL;1;58;2;1;2;1;1;0;1;1;1;4;1
Poland;POL;2;52;2;3;1;1;1;0;1;1;1;4;1
Poland;POL;2;54;2;5;1;1;1;0;0;1;1;3;1
Poland;POL;2;28;2;3;1;1;1;0;1;1;1;4;1
Poland;POL;1;53;3;4;1;1;1;0;1;1;1;7;0
Poland;POL;1;70;2;2;2;1;1;1;0;1;1;3;0
Poland;POL;1;20;2;3;2;1;1;0;1;2;1;3;1
Poland;POL;1;34;2;1;2;1;1;1;0;1;1;4;1
Poland;POL;1;71;2;3;2;2;1;0;1;1;1;4;1
Poland;POL;2;69;2;4;2;1;1;1;0;1;1;3;1
Poland;POL;2;45;2;1;1;2;1;1;1;1;1;3;1
Poland;POL;1;42;2;5;1;2;1;1;1;1;1;1;1
Poland;POL;1;72;2;3;2;2;1;0;0;1;1;3;0
Poland;POL;2;62;2;5;1;2;1;0;1;1;1;4;1
Poland;POL;1;84;1;3;2;1;0;0;0;2;1;3;0
Poland;POL;1;45;2;3;1;2;1;0;1;1;1;3;1
Poland;POL;2;60;2;3;1;2;1;0;1;1;1;1;1
Poland;POL;2;30;3;5;1;1;1;0;0;1;1;3;1
Poland;POL;1;23;3;4;2;1;1;1;0;1;1;5;1
Poland;POL;1;21;2;2;2;1;1;0;0;1;1;4;1
Poland;POL;2;67;2;5;2;1;1;0;1;1;1;3;1
Poland;POL;1;28;3;4;1;1;1;1;1;1;1;3;1
Poland;POL;1;32;3;3;1;2;1;0;1;1;1;8;1
Poland;POL;2;32;2;3;1;2;1;0;0;1;1;4;1
Poland;POL;1;62;2;5;1;1;1;0;0;1;1;8;0
Poland;POL;1;22;2;5;2;1;1;1;0;1;1;5;1
Poland;POL;1;48;3;3;1;1;1;1;0;1;1;3;1
Poland;POL;1;70;3;4;2;1;1;0;1;1;1;3;1
Poland;POL;2;29;2;2;1;1;1;0;1;1;1;1;1
Poland;POL;2;41;2;2;1;1;1;0;1;1;1;1;0
Poland;POL;1;24;2;5;1;2;1;0;0;1;1;5;1
Poland;POL;1;29;2;1;2;1;0;0;0;2;0;4;1
Poland;POL;1;39;3;4;1;1;1;0;1;1;1;7;1
Poland;POL;2;71;2;1;2;1;1;0;1;1;1;3;1
Poland;POL;1;75;3;4;2;2;1;0;0;2;0;7;1
Poland;POL;1;53;2;4;1;1;1;1;1;1;1;1;1
Poland;POL;1;85;1;3;2;1;0;0;0;2;0;4;0
Poland;POL;2;63;2;5;1;1;1;0;1;1;1;3;1
Poland;POL;2;74;2;4;2;1;1;0;1;1;1;4;1
Poland;POL;1;57;3;3;1;2;1;0;0;1;1;3;1
Poland;POL;2;65;2;4;2;1;1;0;1;1;1;4;1
Poland;POL;1;40;3;1;1;1;1;1;1;1;1;3;1
Poland;POL;1;77;1;2;2;1;0;0;0;2;0;3;0
Poland;POL;1;49;2;2;1;1;1;0;1;1;1;3;1
Poland;POL;1;20;1;2;2;2;1;0;0;1;1;4;1
Poland;POL;1;72;2;2;2;1;0;0;0;2;0;4;0
Poland;POL;2;50;3;2;1;1;1;1;1;1;1;3;1
Poland;POL;2;35;3;4;1;1;1;1;0;1;1;4;1
Poland;POL;2;67;2;3;2;1;1;0;0;1;1;3;0
Poland;POL;1;63;2;5;2;2;1;1;1;1;1;3;1
Poland;POL;1;38;2;2;1;1;1;1;1;1;1;4;1
Poland;POL;1;34;2;1;2;1;1;0;1;1;1;4;1
Poland;POL;1;35;2;2;1;1;1;1;0;1;1;3;1
Poland;POL;2;42;3;5;1;1;1;1;1;1;1;1;1
Poland;POL;2;42;2;4;1;2;1;0;0;1;1;7;1
Poland;POL;1;25;2;4;1;1;1;0;0;1;1;3;1
Poland;POL;1;50;2;2;2;1;0;0;0;2;0;1;1
Poland;POL;2;51;2;5;2;1;1;1;1;1;1;3;1
Poland;POL;1;56;2;5;1;2;1;0;1;1;1;1;1
Poland;POL;1;24;2;4;1;1;1;1;0;1;1;6;1
Poland;POL;2;71;2;3;2;2;1;1;1;1;1;3;1
Poland;POL;1;84;2;4;2;2;1;1;1;1;1;1;0
Poland;POL;1;27;2;4;1;2;1;1;1;1;1;4;1
Poland;POL;2;56;2;1;1;1;1;0;1;1;1;7;1
Poland;POL;1;41;2;3;2;1;1;0;0;1;1;1;1
Poland;POL;1;63;2;3;2;1;1;1;0;1;1;3;1
Poland;POL;2;56;2;1;2;1;0;0;0;2;0;4;1
Poland;POL;1;57;2;5;1;2;1;1;1;1;1;1;1
Poland;POL;1;17;1;2;2;2;0;0;1;2;0;4;1
Poland;POL;2;44;3;4;2;1;0;0;0;2;1;1;1
Poland;POL;2;45;2;3;1;1;1;0;1;1;1;3;1
Poland;POL;2;18;2;4;2;1;1;0;0;1;1;3;1
Poland;POL;1;67;2;4;2;1;1;0;1;1;1;3;1
Poland;POL;1;54;2;1;2;2;1;0;0;1;1;7;1
Poland;POL;1;31;3;5;1;2;1;0;1;1;1;7;1
Poland;POL;1;77;2;5;2;2;1;0;0;1;0;3;0
Poland;POL;2;35;2;5;1;2;1;0;0;1;1;1;1
Poland;POL;2;67;2;4;2;1;1;0;1;1;1;3;1
Poland;POL;1;35;3;4;1;1;1;0;1;1;1;3;1
Poland;POL;2;41;3;3;1;1;1;0;1;1;1;6;1
Poland;POL;1;76;2;3;2;1;1;0;0;1;1;3;0
Poland;POL;1;47;2;3;1;1;1;0;1;1;1;3;1
Poland;POL;2;52;2;5;1;2;1;1;1;1;1;1;1
Poland;POL;1;78;1;4;2;1;0;0;0;2;0;3;0
Poland;POL;1;47;2;1;1;1;1;1;1;1;1;1;1
Poland;POL;2;71;2;4;2;1;0;0;1;2;0;3;0
Poland;POL;2;37;2;1;1;1;1;1;1;1;1;3;1
Poland;POL;2;32;2;5;1;2;1;0;1;1;1;1;1
Poland;POL;2;33;2;4;1;1;1;0;1;1;1;1;1
Poland;POL;2;63;1;1;2;1;0;0;1;2;0;3;0
Poland;POL;1;38;2;2;1;1;1;0;1;1;1;3;1
Poland;POL;2;36;2;5;1;2;1;0;0;1;1;1;1
Poland;POL;1;40;2;2;1;1;1;0;1;1;1;1;1
Poland;POL;1;45;2;3;1;2;1;0;1;1;1;3;1
Poland;POL;2;30;3;4;1;1;1;0;1;1;1;7;1
Poland;POL;1;18;1;3;2;1;1;0;1;1;1;6;1
Poland;POL;1;65;2;4;2;2;1;1;0;1;1;3;1
Poland;POL;1;71;2;2;2;2;0;0;0;2;1;4;0
Poland;POL;2;63;2;4;1;2;1;0;1;1;1;3;1
Poland;POL;1;23;2;5;1;1;1;0;1;1;1;3;1
Poland;POL;2;80;1;3;2;1;0;0;0;2;0;4;0
Poland;POL;1;20;2;2;2;1;1;0;0;1;1;3;1
Poland;POL;1;65;2;4;2;2;1;0;1;1;1;7;1
Poland;POL;2;57;2;5;1;1;1;0;0;1;1;1;0
Poland;POL;1;56;2;3;1;1;1;0;1;1;1;3;1
Poland;POL;2;65;2;3;2;1;1;0;0;1;1;1;1
Poland;POL;1;30;2;4;1;1;1;0;1;1;1;3;1
Poland;POL;2;36;2;5;1;1;1;0;1;1;1;1;1
Poland;POL;1;80;2;1;2;1;0;0;1;2;0;7;0
Poland;POL;2;50;2;2;1;2;1;0;1;1;1;1;1
Poland;POL;1;58;2;4;1;1;1;1;1;1;1;3;1
Poland;POL;1;55;3;5;1;2;1;1;1;1;1;7;1
Poland;POL;1;55;2;3;1;1;1;1;1;1;1;1;1
Poland;POL;1;58;2;1;2;1;1;0;0;1;1;4;1
Poland;POL;2;45;2;1;1;2;1;0;1;1;1;7;1
Poland;POL;2;36;2;1;1;1;1;0;1;1;1;1;1
Poland;POL;2;29;3;5;1;2;1;1;1;1;1;3;1
Poland;POL;1;86;2;4;2;1;1;0;1;1;0;5;0
Poland;POL;2;36;2;1;1;1;1;0;1;1;1;4;1
Poland;POL;1;38;2;2;2;2;1;0;0;1;0;4;1
Poland;POL;2;76;2;4;2;1;0;0;1;2;0;3;0
Poland;POL;2;16;1;4;2;2;0;1;0;2;0;7;1
Poland;POL;1;78;2;2;2;2;0;0;1;2;1;3;0
Poland;POL;2;66;2;2;2;1;1;1;0;1;1;3;1
Poland;POL;1;57;2;5;1;1;1;0;1;1;1;7;1
Poland;POL;2;49;2;4;1;1;1;0;1;1;1;1;1
Poland;POL;1;50;3;5;1;2;1;0;1;1;1;1;1
Poland;POL;1;45;2;5;1;1;1;0;1;1;1;3;1
Poland;POL;1;35;3;5;1;2;1;1;1;1;1;4;1
Poland;POL;2;40;2;2;1;1;1;1;1;1;0;1;1
Poland;POL;2;54;1;1;1;1;1;1;0;1;1;3;1
Poland;POL;1;77;3;3;2;1;1;0;1;1;1;3;1
Poland;POL;1;42;2;2;1;2;1;1;1;1;1;1;1
Poland;POL;1;50;2;4;1;1;1;0;0;1;1;3;1
Poland;POL;1;21;2;5;1;1;1;0;0;1;1;4;1
Poland;POL;2;44;2;4;1;1;1;0;0;1;1;1;1
Poland;POL;1;48;2;1;1;1;1;1;0;1;1;4;1
Poland;POL;2;48;2;5;1;2;1;0;0;1;1;1;1
Poland;POL;1;61;3;1;2;2;0;1;1;1;0;1;1
Poland;POL;1;45;3;5;1;1;1;0;0;1;1;4;1
Poland;POL;2;66;2;3;2;1;1;1;1;1;1;4;1
Poland;POL;2;73;2;4;2;1;0;0;1;1;1;3;0
Poland;POL;1;51;3;5;1;2;1;0;1;1;1;6;1
Poland;POL;1;44;2;2;1;1;1;0;0;1;1;1;1
Poland;POL;1;59;2;1;1;1;1;0;1;1;1;3;1
Poland;POL;1;79;1;4;2;1;0;0;0;2;0;3;0
Poland;POL;1;40;3;2;1;1;1;0;0;1;1;4;1
Poland;POL;2;57;2;5;1;1;1;1;1;1;1;3;0
Poland;POL;2;53;2;3;2;1;1;0;1;1;1;3;1
Poland;POL;2;45;2;1;1;1;1;1;0;1;1;4;1
Poland;POL;1;31;2;1;2;1;1;0;0;1;1;1;1
Poland;POL;1;57;2;5;2;1;1;1;0;1;1;3;1
Poland;POL;2;43;2;2;1;1;1;0;1;1;1;3;1
Poland;POL;2;74;2;3;2;1;0;0;0;1;0;4;0
Poland;POL;1;61;2;4;1;1;1;0;1;1;1;4;0
Poland;POL;2;31;2;2;1;1;1;0;1;1;1;7;1
Poland;POL;2;50;2;5;1;2;1;1;1;1;1;3;1
Poland;POL;1;51;3;1;1;1;1;0;1;1;1;4;1
Poland;POL;1;67;1;2;2;2;1;0;1;1;1;4;1
Poland;POL;1;56;2;2;2;1;1;0;0;1;1;1;1
Poland;POL;1;49;2;4;1;1;1;0;0;1;1;1;1
Poland;POL;2;39;3;4;1;1;1;1;1;1;1;3;1
Poland;POL;1;34;2;1;2;1;1;1;0;1;1;3;1
Poland;POL;2;61;2;3;1;1;1;0;1;1;1;8;1
Poland;POL;1;20;2;5;2;2;1;0;1;1;1;7;1
Poland;POL;1;21;2;1;2;2;1;1;0;1;1;4;1
Poland;POL;2;58;3;5;1;1;1;1;1;1;1;3;1
Poland;POL;1;75;1;2;2;1;1;0;1;1;1;4;0
Poland;POL;2;39;3;3;1;1;1;1;0;1;1;1;1
Poland;POL;2;54;3;5;1;1;1;1;1;1;1;3;1
Poland;POL;1;40;3;1;2;1;0;0;1;2;0;3;1
Poland;POL;1;23;2;2;1;2;1;0;1;1;1;7;1
Poland;POL;2;41;3;4;1;1;1;0;1;1;1;3;1
Poland;POL;2;18;1;1;2;1;1;0;0;1;1;4;1
Poland;POL;2;80;2;1;2;1;0;0;0;2;0;1;0
Poland;POL;2;39;3;5;1;2;1;0;1;1;1;1;1
Poland;POL;2;60;2;5;2;1;1;0;1;1;1;4;1
Poland;POL;2;25;2;5;2;2;1;1;1;1;1;4;1
Poland;POL;1;22;2;1;2;1;1;1;0;1;1;3;1
Poland;POL;2;40;2;4;1;1;1;0;1;1;1;4;1
Poland;POL;1;22;3;5;2;2;1;0;0;1;1;5;1
Poland;POL;2;68;2;1;2;2;0;0;0;2;0;1;0
Poland;POL;1;32;2;2;1;1;1;1;0;1;1;1;1
Poland;POL;1;56;2;5;1;1;1;0;1;1;1;4;1
Poland;POL;2;40;2;5;1;1;1;0;0;1;1;3;1
Poland;POL;2;32;2;5;1;2;1;0;1;1;1;7;1
Poland;POL;1;52;2;4;1;2;1;0;1;1;1;7;1
Poland;POL;1;20;2;3;2;1;1;1;1;1;1;3;1
Poland;POL;2;78;2;3;2;1;0;1;0;2;1;4;0
Poland;POL;1;35;2;3;1;1;1;0;1;1;1;3;1
Poland;POL;2;35;3;3;1;1;1;1;1;1;1;3;1
Poland;POL;1;41;3;3;1;1;1;1;1;1;1;3;1
Poland;POL;2;48;2;3;1;2;1;0;1;1;1;4;1
Poland;POL;1;27;3;5;1;1;1;1;1;1;1;4;1
Poland;POL;1;36;3;3;1;1;1;0;1;1;1;3;1
Poland;POL;1;80;2;1;2;1;0;1;0;2;0;4;0
Poland;POL;1;35;2;1;1;1;1;0;1;1;1;4;1
Poland;POL;1;61;2;4;2;1;0;0;0;1;0;4;1
Poland;POL;1;41;3;5;1;1;1;0;0;2;1;7;0
Poland;POL;2;42;2;2;1;1;1;1;1;1;1;3;1
Poland;POL;2;38;2;3;1;1;1;1;1;1;1;1;1
Poland;POL;1;25;2;5;1;2;1;0;1;1;1;4;1
Poland;POL;1;22;3;5;2;1;1;1;1;1;1;4;1
Poland;POL;1;38;2;2;1;2;1;1;0;1;1;3;1
Poland;POL;1;61;2;3;2;1;0;0;1;2;0;3;1
Poland;POL;2;68;2;4;2;1;0;1;0;2;0;4;0
Poland;POL;2;48;3;3;1;1;1;1;1;1;1;3;1
Poland;POL;1;50;2;4;1;1;1;0;0;1;1;4;1
Poland;POL;1;67;1;1;2;2;1;1;0;1;1;4;0
Poland;POL;1;30;2;5;1;1;1;0;1;1;1;7;1
Poland;POL;2;34;3;1;1;1;1;0;1;1;1;1;1
Poland;POL;2;60;3;5;1;1;1;0;1;1;1;1;1
Poland;POL;2;57;2;4;1;1;1;0;1;1;1;1;1
Poland;POL;1;61;2;3;2;1;1;0;1;1;1;3;1
Poland;POL;1;54;2;1;2;1;1;1;1;1;1;3;1
Poland;POL;2;29;2;5;1;1;1;0;1;1;1;3;1
Poland;POL;1;69;2;3;2;1;0;0;1;2;0;3;0
Poland;POL;2;75;2;2;2;1;0;1;0;2;0;1;0
Poland;POL;1;30;3;2;1;1;1;1;1;1;1;4;1
Poland;POL;2;81;2;1;2;2;0;0;1;2;0;3;0
Poland;POL;1;47;2;5;1;2;1;0;1;1;1;1;1
Poland;POL;1;36;2;2;1;2;1;0;1;1;1;1;0
Poland;POL;1;39;2;5;1;1;1;1;1;1;1;1;1
Poland;POL;2;38;3;4;1;2;1;0;1;1;1;6;1
Poland;POL;1;69;2;3;2;1;1;0;1;1;1;3;0
Poland;POL;1;57;2;4;1;1;1;0;1;1;1;1;1
Poland;POL;1;79;2;3;2;1;0;0;0;2;0;3;0
Poland;POL;1;48;2;4;1;1;1;0;0;1;1;1;1
Poland;POL;1;63;2;4;2;1;1;0;1;1;1;7;0
Poland;POL;2;39;2;2;1;1;1;0;1;1;1;3;1
Poland;POL;2;65;2;4;2;1;1;0;1;1;1;3;1
Poland;POL;1;54;2;2;1;1;1;0;1;1;1;3;1
Poland;POL;1;85;1;1;2;2;0;0;0;2;0;7;0
Poland;POL;1;24;2;5;1;1;1;0;0;1;1;1;1
Poland;POL;2;24;2;1;1;1;1;1;1;1;1;4;1
Poland;POL;1;79;2;4;2;1;0;0;1;2;0;3;0
Poland;POL;2;75;2;4;2;1;1;0;1;1;1;3;1
Poland;POL;2;37;2;2;1;1;1;1;1;1;1;4;1
Poland;POL;2;74;2;2;2;1;1;0;1;1;1;3;0
Poland;POL;1;65;3;4;2;1;1;0;1;1;1;3;1
Poland;POL;1;65;2;4;2;1;1;1;1;1;1;1;1
Poland;POL;2;43;2;3;1;1;1;0;0;1;1;1;1
Poland;POL;1;48;3;3;1;1;1;1;1;1;1;1;1
Poland;POL;1;34;3;2;1;2;1;0;1;2;1;8;1
Poland;POL;1;68;2;5;2;2;1;0;1;1;1;6;0
Poland;POL;2;72;2;4;2;1;1;0;0;1;1;3;0
Poland;POL;1;78;2;2;2;1;1;1;1;1;1;2;1
Poland;POL;2;40;2;3;1;1;1;0;1;1;1;4;1
Poland;POL;2;23;3;5;1;1;1;0;0;1;1;3;1
Poland;POL;2;41;1;3;1;1;0;0;0;2;0;4;0
Poland;POL;2;33;3;3;1;1;1;1;1;1;1;1;1
Poland;POL;1;55;3;5;1;1;1;0;1;1;1;1;1
Poland;POL;2;65;2;5;2;2;1;1;0;1;1;3;1
Poland;POL;2;39;2;1;1;2;1;1;1;1;1;1;1
Poland;POL;2;26;3;5;1;1;1;1;1;1;1;3;1
Poland;POL;1;19;1;3;2;1;0;1;0;2;0;7;1
Poland;POL;1;25;2;5;1;1;1;0;0;2;1;1;1
Poland;POL;1;32;2;5;1;2;1;0;1;1;1;4;1
Poland;POL;2;54;2;1;1;1;1;0;1;1;1;3;1
Poland;POL;1;52;2;4;2;1;0;0;0;2;0;3;1
Poland;POL;2;71;2;3;2;1;0;0;1;2;0;4;0
Poland;POL;1;76;1;3;2;1;0;0;1;2;0;3;0
Poland;POL;1;35;2;1;1;2;1;1;1;1;1;1;1
Poland;POL;1;52;2;5;1;1;1;0;1;1;1;1;1
Poland;POL;1;56;2;3;1;2;1;0;1;1;1;3;1
Poland;POL;1;37;3;1;2;1;1;1;1;1;1;8;1
Poland;POL;2;28;2;5;1;1;1;1;0;1;1;3;1
Poland;POL;1;40;2;2;1;1;1;0;1;1;1;1;1
Poland;POL;1;18;2;2;2;2;0;0;0;2;0;7;1
Poland;POL;2;81;2;3;2;1;0;0;0;2;0;3;0
Poland;POL;2;52;2;5;1;1;1;1;1;2;1;4;1
Poland;POL;1;34;3;2;1;1;1;1;0;1;1;4;1
